Name,City,Street,Housenumber,State,Postcode,Latitude,Longitude,Emergency,Speciality,Phone,Website
Saikrupa Hospital For Women's and Surgical Centre,Bangalore,"20th B Cross, Marenahalli Main Road, Govindaraja Nagar Ward, Vijayanagar",51/88,Karnataka,560040,12.9691657,77.5351921,,,+91080 2311 9592,http://dpal.kar.nic.in/Kanunu%20padakosha%20PDF%20Files/Recognised%20Hospitals.pdf
Cutis Academy of Cutaneous Sciences,Bangalore,"4th Main, MRCR Layout, Vijayanagar, Behind Godrej Interio, Near Veeresh Theatre, Govindaraja Nagar Ward, MC Layout, Vijayanagar",5/1,,560040,12.9768117,77.5449094,,,080 4115 9049,
Shreya Hearing Clinic,Bangalore,Chord Road,,,560040,12.9621516,77.533401,,,""" 080 2318 0012""",
Acura Speciality Hospital,Bangalore,"5th Block, 17th C Main Road, KHB Colony , Koramangala",105,Karnataka,560095,12.9353208,77.6205504,,,+9180 4110 5151,https://www.seekandsource.com/acurahospital
Prasad Nethralaya,Bangalore,"Widia Layout, Chandra Layout Main Road, Govindaraja Nagar Ward, Widia Layout, Vijayanagar",NO.105,,560040,12.9603312,77.5300796,,,080 2339 2807,
Vijayanagar Global Hospital,Bangalore,"17th Cross, Near Main Bus Stand, M.C. Road, Vijayanagar",46,,560040,12.9717905,77.5372864,,,080 4240 8200,
Blossom Infertility Center,Bangalore,"1st Floor, Next to Sai Prasadam Hotel, 5th Main Rd, Hampi Nagar 2nd Stage, RPC Layout",221,,560040,12.9649703,77.5389842,,,+91 99009 99116,
Padmashree Nursing Home and Maternity Home,Bangalore,"1108/30 10Th Main 4Th Cross, Rpc Layout, Vijayanagar",30,,560040,12.958321,77.5350434,,,080 2311 8372,
Unknown Hospital,Bangalore,"1st Main Rd, Kaveri Layout, Govindaraja Nagar Ward, Anubhav Nagar, Vijayanagar",17,,560040p,12.9639998,77.5302683,,,080 2335 2200,
Dhanush Hospital,Bangalore,", Byraveshwara Nagar, 2nd Main, Moodalapalya, Nagarabhavi Main Road, 2nd Block, Govindaraja Nagar Ward",63,,560072,12.9706209,77.5151893,,,080 2318 5544,
"S K Hospital, Bengaluru Urban",Bangalore,Nagarabhavi Road,,Karnataka,560072,12.957572,77.5184436,,,080 2321 3699,
"Green City Hospital, Bengaluru Urban",Bengaluru,"Outer Ring Rd, Rose Garden, JP Nagar Phase 6, JP Nagar,",5,Karnataka,560078,12.9062193,77.580682,,,080 2653 6222,
The Homoeo World,Bangalore,"2nd Cross Rd, Malleshwaram",1,,560003,12.9947201,77.5715879,,,080 2346 1995,
Modern Family Doctor Pvt Ltd,Bangalore,"1st Main Rd, Kaveri Layout, Govindaraja Nagar Ward, Anubhav Nagar, Vijayanagar,",17,,560040,12.9698405,77.5327211,,,080 2335 2200,
Oxford Hospital,Bangalore,"Mnr Arcade, Saraki Gate, Kanakapura Road, Saraki Gate",,,560078,12.9312101,77.5756907,,,080 2245 2500,
R R Hospital & Trauma Centre,Bangalore,"8th cross, Gangadhar Nagar, 100 Feet Ring Road, J P Nagar,",11/2,,560078,12.9059465,77.5904192,,,080 2671 8785,
M N Speciality Clinic,bangalore,"24th Main Rd, KR Layout, 1st Phase, JP Nagar",9,,560078,12.9039905,77.5859569,,,080 2653 0121,
Prashanth Hospital,Bangalore,"Bommanahalli Circle, Hosur Main Road",90/D,,560068,12.9067129,77.6265085,yes,,080 4150 3714,https://www.prashanthhospitals.in/
Parimala Health Care,Bangalore,"Bannerghatta Road, Near Kalyani Kala Mantap, Bilekahalli, 2nd Cross Rd,, Ram Shetty Nagar, Bilekahalli",,,560076,12.9009278,77.5986641,yes,,080 2658 3117,
Vijay Diagnostic Centre,bangalore,"3rd Main,KEB Layout, BTM Layout  1","58,59",,560029,12.9458746,77.5877756,yes,,080 2668 4260,
Dr Lal PathLabs,Bangalore,"Ground Floor, 1st Phase, 2nd Stage, Oppo. Ias Colony Ground, BTM Layout, Mahadeshwara Nagar, Stage 2, BTM 2nd Stage",#3,,560068,12.924274,77.5680927,yes,,080 4091 6014,https://www.lalpathlabs.com/
Welnext,Bangalore,"H.S.R Agara Circle, Sarjapura, Outer Ring Rd, Agara Village, HSR Layout","65/8, Third Floor",,560102,12.9242869,77.6532853,yes,,+9196960 00222,https://welnext.com/
Sri Sai Ram Hospital,,Kanakapura Road,,Karnataka,560062,12.8943049,77.5682821,,,+91-9042579656,http://www.srisairamhospital.com/
Tamara Hospital & IVF Centre,bangalore,Vidhya Vardhaka Sangha Road,34/3,,560010,13.0044499,77.5530755,,,+91 80 2337 0780,https://tamarahealthcare.com/
ChanRe Rheumatology and Immunology Center and Research,,,,,,12.995573,77.5354215,,,+91-6090406012,
"Manasa Hospital, Vijayanagar",,,,Karnataka,560040,12.9709463,77.5451059,,,+91-7416884970,
Nagarathna Hospital,,Dr. Vishnuvardhan Road,,,560061,12.9056092,77.5426964,,,+91-8783467187,
Ramana Rao's clinic,,,,,,13.0130826,77.5761449,,,+91-6639621692,
Government Maternity Home,,,,,,12.9983402,77.6200927,,,+91-8796762301,
Lucid Medical Diagnostics,,3 Main Road,46,,560082,12.9306876,77.5794541,,,08049364444,https://luciddiagnostics.com/
Cauvery Orthopaedic Centre,,,,Karnataka,560010,12.9984887,77.5504219,,orthopaedics,+91-8698938509,
"Apollo Bengaluru Cradle Limited, Jayanagar",,,,Karnataka,560011,12.9168014,77.5851878,,,+91-8488164899,https://www.apollocradle.com/
"Nethradhama Superspeciality Eye Hospital, Rajajinagar",,,,Karnataka,560021,12.997613,77.5509423,,,+91-6805802631,
NIMHANS - Ashwini Block,,,,,,12.9397588,77.59445,,,+91-7201143043,
Comfort Multispeciality Hospital,,,,Karnataka,560093,12.9817167,77.6800412,,,+91-8840692808,
National Institute of Mental Health and Neuro Sciences,,,,Karnataka,560029,12.9400669,77.5931597,,,+91-6273438849,
NBRC(National Brain Research Center),,,,,,12.9404277,77.5988406,,,+91-9892326161,
Dr. Roshni's Tooth Planet Dental Clinic,Bengaluru,DRDO Phase 2 Main Road,#33,,560048,12.9876335,77.6851595,yes,,+91-8525566490,
Cambridge Hospital,,,,Karnataka,560008,12.9716236,77.6273835,,,+91-6131214888,
Respigen healthcare,,,,,,12.9555357,77.5918347,,,+91-6778892832,
Doctor's diagnostics Centre,,,,,,13.014746,77.6357881,,,+91-8145135140,
Wellspring,,,,,,13.0080001,77.5837482,,,+91-8048616070,
Cloudnine Hospital Pvt. Ltd.,,,,Karnataka,560001,12.9597752,77.6569127,,,+91-8077104489,
Subramanium Medicine Store,,,,,,13.0090912,77.656317,,,+91-7893187906,
Chaya Super Speciality Hospital,,,,Karnataka,560041,13.0104342,77.6583242,,,+91-6995190121,
Altius Hospital,,,,Karnataka,560010,12.9849537,77.5569222,,,+91-7886280491,
Bangalore Diabetes Hospital,,,,,,12.9918415,77.5968531,,,+91-7532424977,
NU Hospitals,,,,,,13.011845,77.5526061,,,+91-6739711548,
V. S. Achar Multispeciality Hospital,,,,Karnataka,560027,12.9472091,77.5966914,,,+91-8826685229,
Nature Cure Hospital,Bangalore,9th Main Road,1537/1,Karnataka,560011,12.933223,77.5842632,,,+91 80 2663 1945;+91 80 2244 6035,https://www.jayanagarnaturecure.in/
Government Hospital,,,,,,12.966103,77.5549647,,,+91-7143178034,
"Emergency Block , NIMHANS",,,,,,12.9403849,77.5945391,yes,,+91-7612228532,
Usha Vikranth Diagnostic Center and Hospital,,,,,,12.9138086,77.5273633,,,+91-8646095061,
Nethradhama Superspeciality Eye Hospital,,,,Karnataka,560038,12.9719805,77.6474011,,,+91-6863514322,https://www.nethradhama.org/
Care Health,,,,Karnataka,560024,13.0552027,77.6028234,,,+91-7975649954,
Sri Shankara Cancer Hospital And Research Centre (A Service Unit Of Sscf),,,,Karnataka,560004,12.9542624,77.5709473,,,080-26981000,http://shankaracancerfoundation.org/
Vathsalya Speciality Hospital,,,,Karnataka,560079,12.9939752,77.5391801,,gynaecology,+91-6802403302,
Lakeside Medical Centre and Hospital,,,,,,12.9878631,77.6177434,,,+91-8439079244,
Maruthi Hospital,,,,Karnataka,560072,12.9677607,77.5413282,,,+91-6906550265,
Aparna Hospital,,,,,,12.9362087,77.616947,,,+91-9841491850,
Apollo Spectra Hospitals,,,,,,12.9338175,77.6201615,,,+91-6490494511,
Sankeerthana Hospital and Fertility Center,,,,Karnataka,560034,12.9256013,77.6359638,,,+91-6525016334,
Shiva Vision Care,,,,,,12.9366526,77.6277125,,,+91-8368765185,
Sujatha Hospital,,,,,,12.9781293,77.6372391,,,+91-8292359855,
The Eye Surgical Centre,,,,Karnataka,560010,12.9821954,77.5493143,,,+91-7628696701,
Lourdes High School,,,,,,13.0182102,77.540004,,,+91-9271234818,
Boregowda Lingamma Hospital,,,,,,13.016705,77.539386,,,+91-9748762588,
Kanva Hospital,,,,,,13.0175606,77.5394308,,,+91-9778283055,
Yogananda Multi Speciality Hospital,,,,Karnataka,560070,12.9180137,77.5594723,,,+91-6476443248,
Dr. Agrawal's Eye Hospital,,,,Karnataka,560004,12.9998982,77.5501121,,,+91-7403772274,
Ashok Hospital,,,,Karnataka,560079,12.9948905,77.5347984,,,+91-8409314354,
Balaji Hospital and Gastroenterology Center,,,,Karnataka,560019,12.9376087,77.5666429,,,+91-9760126556,
Chaitanya Hospital,,,,Karnataka,560032,13.0237316,77.5941463,,,+91-7294669277,
Dr. B. Venkatasubbarao Memorial Hospital,,,,Karnataka,560003,12.9981979,77.568151,,,+91-7296976182,
"South City Hospital, Bengaluru Urban",,,,Karnataka,560004,12.9497745,77.5802779,,,+91-8682735307,
"Sri Sai Hospital, Bengaluru Urban",,,,Karnataka,560043,13.0370143,77.6238732,,,+91-7081566443,
Jupiter Hospital And Institute Of Vascular Surgery,,,,Karnataka,560003,12.9998457,77.5663653,,,+91-8400122558,
"Shreyas Hospital, Bengaluru Urban",,,,Karnataka,560043,12.9829857,77.5309655,,,+91-9586493134,
Rajalakshmi Multispeciality Hospital,,,,Karnataka,560078,12.9168151,77.5795484,,,+91-8737658016,
Ashirwad Hospital,,,,Karnataka,560032,13.0289685,77.6045479,,,+91-8283679171,
Asha Kiran Children & Women Health Care Centre,,,,Karnataka,560032,13.0263529,77.5933929,,,+91-9012066086,
Radha Maternity and Surgical Hospital,,,,Karnataka,560053,12.9690441,77.5688544,,,+91-7634401070,
"Hitech Kidney Stone Hospital, Bengaluru Urban",,,,Karnataka,560001,12.9878104,77.5809833,,Dornier AlphaLithotripsy Treatment; X-Rays; US Scan; Urologist Consultation,+91-9335261739,http://www.hitechkidneystonehospital.org/
Sri Dhavantari Ayurveda Hoapital,,,,Karnataka,560010,12.9822186,77.5599374,,,+91-6447592540,
Vaidyam Hospital,,,,Karnataka,560040,12.9845512,77.5528322,,,+91-6100199987,
Suresh Hospital - Bangalore,,,,Karnataka,560010,12.9897745,77.5551014,,,+91-8320691350,
Lakshmi Maternity Home,,,,Karnataka,560055,13.0058226,77.5694512,,,+91-9865327814,
Manjunatha Maternity Home and Surgical Centre,,,,Karnataka,560055,13.0077265,77.5696993,,,+91-6584096781,
Samprathi Eye Hospital And Squint Centre,,,,Karnataka,560020,12.9932806,77.580691,,,+91-8473534049,https://squinteyehospital.com/
Shankara Nethralaya Eye Hospital,,,,Karnataka,560096,13.0089953,77.5406188,,,+91-9846444566,
Supra South City Hospital,,,,Karnataka,560078,12.8919509,77.5799654,,,+91-6354964052,
ChanRe Rheumatology and Immunology Center and Research,,,,Karnataka,560010,12.9992083,77.550269,,,+91-8741506041,https://www.chanrericr.com/
Chandana Hospital,,,,Karnataka,560072,12.9579894,77.5114394,,,+91-9500691827,
"J M J Hospital, Bengaluru Urban",,,,Karnataka,560045,13.0398217,77.6230843,,,+91-6027007169,
Sri Krishna Hospital,,,,Karnataka,560070,12.9215013,77.5655432,,,+91-6323701676,
Malleswaram Eye Day Care Hospital - Bengalore,,,,Karnataka,560003,12.9966677,77.5716037,,,+91-6943503392,
Mahaveer Eye Hospital Private Limited,,,,Karnataka,560020,12.9933551,77.5729595,,,+91-9142294169,http://dpal.kar.nic.in/Kanunu%20padakosha%20PDF%20Files/Recognised%20Hospitals.pdf
Bilva Hospital,,,,Karnataka,560003,12.9989833,77.5802015,,,+91-8284575801,
"Nethradhama Superspeciality Eye Hospital, Jayanagar",,,,Karnataka,560082,12.9256932,77.5773127,,ophthalmology,+91-9921476023,https://www.nethradhama.org/
Dr Agarwals Eye Hospital Ltd,,,,Karnataka,560076,12.9122295,77.5994906,,,+91-8323831953,
Sri Venkateshwara Hospitals,,,,Karnataka,560068,12.926471,77.6167399,,,+91-7775178088,http://dpal.kar.nic.in/Kanunu%20padakosha%20PDF%20Files/Recognised%20Hospitals.pdf
"Nova Specialty Surgery Center, Koramangala",,,,Karnataka,560034,12.9339097,77.620208,,multi speciality,+91-6896745384,www.novaspecialtysurgery.com
C.S. Hospital,,,,Karnataka,560063,12.9118831,77.5528805,,,+91-9917434579,
Sri Kalabyraveshwara Swamy Ayurvedic Medical College hospital,,,,Karnataka,560104,12.9650437,77.5435022,,,+91-8544357860,http://skayurvediccollegeandhospital.com/
"Anugraha Hospital, Vijayanagar",,,,Karnataka,560079,12.9765645,77.5455876,,,+91-9793938159,
Amar Hospital,,,,Karnataka,560053,12.9711822,77.5781228,,,+91-9663514054,
Retina Institute Of Karnataka,,,,Karnataka,560018,12.95727,77.5640827,,,+91-7584663798,https://www.retinainstitute.org/
The Venlakh Hospital,,,,Karnataka,560018,12.9572978,77.5644522,,,+91-6970691337,
Vishwabharathi Hospital Pvt. Ltd,,,,Karnataka,560019,12.9406698,77.5644596,,,+91-7382404010,
"Sunetra Eye Hospital, Bengaluru Urban",,,,Karnataka,560050,12.9404548,77.5578493,,,+91-6422984856,
Sri Vivekananda Sevashrama,,,,Karnataka,560070,12.9253299,77.5711893,,,+91-7646610820,
Saraswathi Hospital,,,,Karnataka,560070,12.9276382,77.568896,,,+91-6068101872,
National Institute of Mental Health and Neuro Sciences,,,,Karnataka,560029,12.9386321,77.5944105,,,+91-6157019321,https://nimhans.ac.in/
Netraspandana Healthcare and Research Pvt. Ltd,,,,Karnataka,560072,12.9291283,77.5461361,,,+91-6202003478,
Nu Trust,,,,Karnataka,560070,12.9176216,77.5550705,,,+91-9877042233,
"Padmavathi Hospital, Bengaluru Urban",,,,Karnataka,560079,12.9817311,77.5333714,,,+91-8382247544,
Sri Lakshmi Multi Speciality Hospital,,,,Karnataka,560054,12.9881868,77.5087273,,,+91-6476441343,
K C Raju Multi Speciality Hospital,,,,Karnataka,560043,13.0090828,77.6235594,,,+91-8037920879,
Ring Road Hospital,,,,Karnataka,560085,12.9278657,77.5519297,,,+91-9074521283,
"Vasan Eye Care Hospital, Bannergatta Road",,,,Karnataka,560076,12.8822813,77.5957945,,,+91-7763029580,http://www.vasaneye.in/
Varalakshmi Hospital,,,,Karnataka,560068,12.924624,77.6170966,,,+91-6953839720,
Kala Hospital,,,,Karnataka,560022,13.0223669,77.5587304,,,+91-9903751004,
"Shekhar Hospital, Jayanagar",,,,Karnataka,560039,12.917589,77.5948906,,,+91-8387437357,
"Vasan Eye Care Hospital, Sarakki",,,,Karnataka,560078,12.9103393,77.5732398,,,+91-6216714757,http://www.vasaneye.in/
Mahanth Hospital,,,,Karnataka,560068,12.9079615,77.6235715,,,+91-6889195806,
Sunayana Eye Hospital,,,,Karnataka,560041,12.9255233,77.5937748,,,+91-8484672073,https://sunayanaeyehospital.com/
"Lakshmi Hospital, Ganganagar",,,,Karnataka,560032,13.024837,77.592089,,,+91-8327206830,
Lokhande S Hospital,,,,Karnataka,560043,13.0186045,77.6479433,,,+91-9592247111,
Dr. T.V.Ramesh Piles Hospital,,,,Karnataka,560032,13.0250141,77.5856289,,Piles; fistula; fissure,+91-6691944136,https://www.pilesramesh.com/
Dr Kamini Rao Hospital(A Unit Of Bacc Health Care Pvt Ltd),,,,Karnataka,560041,12.9163994,77.5847384,,,+91-7627058396,
HCG,,,,Karnataka,560027,12.9605309,77.592659,,,+91-6742518291,
Dr Ambedkar Medical College Hospital,,,,Karnataka,560045,13.0218188,77.613084,,multi speciality,+91-9089764320,http://www.bramc.org/
"Supriya Hospital, Bengaluru Urban",,,,Karnataka,560021,12.9929043,77.5588015,,,+91-6887887146,
Manju Sree Hospital,,,,Karnataka,560032,13.0212406,77.6070739,,,+91-8183716582,
Raj Mahal Vilas Hospital,,,,Karnataka,560094,13.0322819,77.5770459,,,+91-6700888951,
Devi Eye Hospital,,18th Main Road,434,Karnataka,560095,12.9412109,77.6238987,,multi speciality,+91-9017716263,http://www.devieyehospital.in/
Essential Hospital,,,,Karnataka,560072,12.974865,77.5096312,,,+91-7871655447,
Shree Vijayalakshmi Hospital and Trauma Centre,,,,Karnataka,560043,13.0373572,77.6409059,,,+91-7700342151,
Kalasa Maternity Home,,,,Karnataka,560019,12.9548208,77.5672585,,,+91-7570241315,
Sidvin Hospital Pvt Ltd,,,,Karnataka,560010,12.982442,77.5493681,,,+91-6673049193,
Abhilash Hospital And Sara Rehabilitation Centre,,,,Karnataka,560085,12.9246384,77.5509238,,,+91-9623970980,
"HCG, Koramangala",,,,Karnataka,560095,12.9343279,77.6228848,,Clinical Labs; Diagnosis; Medical Oncology; Radiation oncology; Surgical Oncology,+91-7953128331,https://www.hcgoncology.com/
"Ganesh Nursing Home, Bengaluru Urban",,,,Karnataka,560080,12.8957636,77.6330289,,,+91-9383542599,
Kavya Hospital,,,,Karnataka,560068,12.8987442,77.6263127,,,+91-7789008833,
Sg Hospital,,,,Karnataka,560085,12.9275311,77.5457901,,,+91-9617420872,
Yadiyuru Maternity Hospital,,,,Karnataka,560082,12.9271494,77.5766194,,,+91-8140268693,
Place Guttahalli Maternity Home,,,,Karnataka,560003,12.9988238,77.5819892,,,+91-8688480062,
"Phoenix Hospital, Bengaluru Urban",,,,Karnataka,560027,12.9608027,77.5911717,,,+91-9847972088,
"Vasan Eye Care Hospital, Banaswadi",,,,Karnataka,560043,13.0241341,77.6335546,,,+91-6946225162,http://www.vasaneye.in/
"Vasan Eye Care Hospital, R.T.Nagar",,,,Karnataka,560032,13.0251833,77.5920609,,,+91-6557495888,http://www.vasaneye.in/
Kims Hospital and Research Centre,,,,Karnataka,560004,12.9563016,77.5747874,,,+91-8013036268,
"Karthik Hospital, Bengaluru Urban",,,,Karnataka,560027,12.9489406,77.5949925,,,+91-9434946472,
Bangalore Kidney Stones Hospital,,,,Karnataka,560027,12.9670215,77.5892667,,,+91-6421526332,
Sree Lakshmi Hospital,,,,Karnataka,560093,12.9825937,77.6814736,,,+91-8067214480,
"Abhaya Eye Hospital, Super Speciality Eye Care Centre",,,,Karnataka,560085,12.9271131,77.5471291,,Cataract,+91-6420180558,http://www.abhayaeyehospital.com/
Mediscope Hospital Private Limited,,,,Karnataka,560045,12.9994472,77.6162584,,,+91-8628986948,http://dpal.kar.nic.in/Kanunu%20padakosha%20PDF%20Files/Recognised%20Hospitals.pdf
Manjushree Speciality Hospital,,,,Karnataka,560042,12.9825845,77.6124926,,,+91-6413715151,
Namratha Nursing And Maternity Home,,,,Karnataka,560086,13.0045747,77.5432728,,,+91-6680426546,
The Pulse Multi Speciality Hospital,,,,Karnataka,560085,12.9424801,77.5473283,,,+91-7396380640,
Popular Hospital,Bangaluru,3rd Cross Road,16,Karnataka,560004,12.9514854,77.5703564,yes,general,+91-8253795862,
Gavipuramguttahalli Maternity Home,,,,Karnataka,560018,12.9526505,77.5548633,,,+91-9122925142,
Ayurseva Hospital,,,,Karnataka,560016,13.0139247,77.6640775,,,+91-9437647704,
Spine Care And Ortho Care Hospital,,,,Karnataka,560086,12.9745134,77.5493883,,,+91-8974753043,https://www.bengaluruspinecare.com/
Tanmay Hospital,,,,Karnataka,560040,12.9733764,77.5474034,,,+91-7000288441,
Bhagavathi Multi Speciality Hospital,,,,Karnataka,560040,12.9160636,77.6308219,,,+91-7953161154,
Sri Sai Ram Hospital - Bangalore,,,,Karnataka,560076,12.9144587,77.6003156,,,+91-8689469696,
Susheel Hospital,,,,Karnataka,560040,12.9645006,77.5427189,,,+91-6643292394,
Dhanush Hospital,,,,Karnataka,560072,12.9654318,77.52312,,,+91-6035383585,
"Sadhana Eye Hospital, Bengaluru Urban",,,,Karnataka,560008,12.970023,77.6307987,,,+91-8628305481,
Av Hospital,,,,Karnataka,560004,12.938853,77.5786096,,,+91-8507520591,
"Balaji Hospital, K.H. Ranganath Colony",,,,Karnataka,560018,12.9632506,77.5602901,,,+91-7126780457,
Banasawadi Hospital,,,,Karnataka,560043,13.0205082,77.6509675,,,+91-6587112634,
Bangalore Eye Hospital And Retina Centre,,,,Karnataka,560043,13.0221036,77.6387729,,,+91-9456576808,
Bhavatprabhu Hospitals Pvt Limited,,,,Karnataka,560027,12.9670615,77.5903161,,,+91-7747614269,
Nikad Ortho Centre,,,,Karnataka,560042,12.975802,77.6184806,,,+91-9602230090,
Raksha Multispeciality Hospital,,,,Karnataka,560096,13.0195733,77.5419559,,,+91-9689725871,http://www.rakshahospital.in/
Cambridge Hospital,,,,Karnataka,560038,13.0195955,77.5419813,,,+91-7730272228,
Azad Nagar Maternity Home,,,,Karnataka,560026,12.9559644,77.5485635,,,+91-9537323131,
Gunasheela Surgical and Maternity Hospital,,,,Karnataka,560004,12.9403012,77.5764705,,,+91-8213782113,
Excel Care Hospital,,,,Karnataka,560070,12.9207314,77.5736019,,,+91-6953791362,
"Vasan Eye Care Hospital, Jayanagar",,,,Karnataka,560011,12.9292015,77.5819811,,,+91-7978844253,
Hi Tech Kidney Stone Hospital,,,,Karnataka,560001,12.9271389,77.579028,,Dornier AlphaLithotripsy Treatment; X-Rays; US Scan; Urologist Consultation,+91-8684401763,http://www.hitechkidneystonehospital.org/
Dr. Vidyananda's Surgery and Dia Centre,,,,Karnataka,560070,12.9242515,77.573217,,,+91-8771683886,
"Srushti Hospital, Bengaluru Rural",,,,Karnataka,560082,12.8981572,77.6207364,,,+91-8121974259,
Parimala Speciality Hospital,,,,Karnataka,560076,12.9004567,77.6005474,,,+91-8365180414,https://www.parimalahospital.com/
"R K Hospital, Bengaluru Urban",,,,Karnataka,560084,13.0138123,77.6354731,,,+91-8931499520,
"Prasad Eye Hospital, Bengaluru Urban",,,,Karnataka,560029,12.9356703,77.6079905,,,+91-6859164027,
Unity Lifline Hospital Pvt Ltd,,,,Karnataka,560072,12.9819768,77.5108275,,,+91-8031891759,
J.P.Nursing Home,,,,Karnataka,560096,13.0098352,77.5384723,,blood_check;general,+91-9216852086,
North Side Health Centre,,,,Karnataka,560032,13.0267995,77.5870813,,,+91-8233608931,
Dr Chaitanyas Dental Care & Implant Centre,,,,Karnataka,560032,12.9675989,77.6565533,,,+91-9483037515,
Kareem E.N.T and Multispeciality Centre,,,,Karnataka,560029,12.9188948,77.6058905,,,+91-6941810073,
Chinmaya Narayana Super Specialty Centre,,,,Karnataka,560038,12.9777106,77.6459773,,multi speciality,+91-9771853675,https://www.narayanahealth.org/
Jyothi The Lasik Vision Centre,,,,Karnataka,560004,12.9496114,77.5790786,,,+91-8335878863,
Bengaluru West Lions Hospital,,,,Karnataka,560002,12.9563042,77.5830996,,,+91-9950343018,http://dpal.kar.nic.in/Kanunu%20padakosha%20PDF%20Files/Recognised%20Hospitals.pdf
Vijayanagar Hospital,,,,Karnataka,560040,12.9716291,77.5371969,,,+91-9588460285,http://dpal.kar.nic.in/Kanunu%20padakosha%20PDF%20Files/Recognised%20Hospitals.pdf
Abhinava Eye Hospital,,,,Karnataka,560004,12.9550181,77.5683897,,,+91-7016483374,
North Star Maternity and Nursing Home,,,,Karnataka,560076,12.9067079,77.5849275,,,+91-6421196969,
"Punarjyoti Eye Hospital, Bengaluru Urban",,,,Karnataka,560002,12.9685305,77.5843965,,,+91-8451873870,
Sundar Hospital,,,,Karnataka,560084,13.0080166,77.6221479,,,+91-6490369780,
V Care Hospital,,,,Karnataka,560037,13.015884,77.5973475,,,+91-6119305034,
A.M. Hospital,,,,Karnataka,560040,12.9601022,77.5315556,,,+91-9083106098,
"Divya Drishti Eye Hospital, Vijayanagar",,,,Karnataka,560104,12.9586907,77.5352668,,Cataract Treatment; Cornea Clinic; Retina Clinic; Glaucoma Clinic,+91-8863237243,http://divyadrishtieyehospital.com/
"Shridevi Hospital, Bengaluru Urban",,,,Karnataka,560072,12.9617045,77.5217172,,,+91-8885105712,
Srinivasa Eye Hospital,,,,Karnataka,560043,13.0147224,77.6515616,,,+91-8091571509,
Spandana Hospital And Medical Centre,,,,Karnataka,560016,13.0112166,77.6743939,,,+91-9894949353,
Sreeniwasa Hospital,,,,Karnataka,560053,12.9732706,77.5725357,,,+91-8227053257,
Ashraya Medinova Pvt Ltd,,,,Karnataka,560091,12.988865,77.5078006,,,+91-7797449550,
Magadi Road Maternity Home,,,,Karnataka,560023,12.9741253,77.561823,,,+91-7487956034,
Pristine Hospital,,,,Karnataka,560086,12.9980009,77.5432779,,,+91-8757130610,http://pristinehospitals.com/
Dr Zamindar's Micro Surgical Eye Centre,,,,Karnataka,560033,13.0021978,77.6329015,,,+91-7011767748,
Vasan Eye Care Hospital,,,,Karnataka,560068,12.8980516,77.6339279,,,+91-8450685087,
Health Cottage Hospital,,,,Karnataka,560008,12.9709143,77.6321116,,,+91-6034930124,
Samastha Hospitals Pvt Ltd,,,,Karnataka,560061,12.89708,77.5473364,,,+91-7655663078,
Poornima Hospital,,,,Karnataka,560032,13.0263344,77.595128,,,+91-6800874903,
Dr.Zamindar Microsurgical Eye Centre,,,,Karnataka,560043,13.0178594,77.6547577,,,+91-9641330590,https://drzamindarseyecentre.com/
Good Shepherd Hospital,,,,Karnataka,560043,13.0328036,77.633289,,,+91-8146084363,
"Dr.Agarwal Eye Hospital, Frazer Town, Bangalore",,,,Karnataka,560005,12.9960196,77.6128413,,,+91-6294394401,
"Mamta Hospital, Bengaluru Rural",,,,Karnataka,560091,13.0377564,77.5744454,,,+91-6730464223,
S. J. Hospital,,,,Karnataka,560094,13.0360827,77.575065,,,+91-6081671851,
Republic Hospital,,,,Karnataka,560025,12.964162,77.5982255,,,+91-6208929713,
R.R. Hospital and Trauma Centre,,,,Karnataka,560078,12.9074269,77.5716318,,,+91-7826066986,
Sri Sai Eye Hospital,,,,Karnataka,560016,13.011968,77.6659168,,,+91-8230699089,
Sri Ram Speciality Hospital,,,,Karnataka,560047,12.9543777,77.6209764,,,+91-8590431404,
Zion Hospital And Research Centre Pvt.Ltd.,,,,Karnataka,560084,13.0149675,77.6354957,,,+91-7985577443,http://zionhospitals.com/
Institute Of Nephro Urology hospital,,,,Karnataka,560002,12.9619528,77.5728562,,,+91-6813483679,
Well Spring hospital,,,,Karnataka,560095,12.9425676,77.6224349,,,+91-8208452704,
Aaroyha Mandir Hospital,,,,Karnataka,560002,13.0105038,77.5502452,,,+91-6597980694,
"Punya Hospital, Bengaluru Urban",,,,Karnataka,560079,12.9862161,77.5374853,,,+91-7369679289,https://punyahospitals.com/
Sandhyashree Hospital,,,,Karnataka,560079,12.9761802,77.5261763,,,+91-6739759459,
Dr. Sailaja's Super Speciality Eye Hospital,,,,Karnataka,560043,13.0276736,77.6614188,,,+91-6450070664,
Hillside Hospital,,,,Karnataka,560070,12.9162753,77.5589544,,,+91-7312437628,
Pd Hinduja Sindhi Hospital,,,,Karnataka,560027,12.9646359,77.5926509,,,+91-9589208963,
Sri Ranga Arogyadhama,,,,Karnataka,560086,12.9986239,77.542782,,,+91-7745764800,
Brinda Hospital,,,,Karnataka,560072,12.978053,77.5115959,,,+91-7113390089,
Deepashri Hospital,,,,Karnataka,560072,12.9705902,77.5108503,,,+91-6326931791,
Rotary Eye Hospital (A Unit Of Bangalore North Rotary Trust),,,,Karnataka,560010,12.9817233,77.5549364,,,+91-6835427276,
